5642 Windwood Rd,950,627,3,2.5
5642 Windwood Rd,950,627,3,2.5
5642 Windwood Rd,950,1254,3,3
5642 Windwood Rd,950,1232,2,3
5642 Windwood Rd,950,638,2,2.5
5642 Windwood Rd,950,638,2,2.5
5642 Windwood Rd,950,1232,2,2.5
5642 Windwood Rd,950,627,1,2.5
5642 Windwood Rd,950,627,3,2.5
8229 Queens Dr,1475,1939,3,1.5
8229 Queens Dr,1475,1939,3,1.5
8229 Queens Dr,1475,1318,3,2
8229 Queens Dr,1475,1352,3,2
8229 Queens Dr,1475,1488,3,2
8229 Queens Dr,1475,1326,4,1.5
8229 Queens Dr,1475,1040,3,1
8229 Queens Dr,1475,975,3,1
8229 Queens Dr,1475,1040,3,2
8229 Queens Dr,1475,1040,3,1
8229 Queens Dr,1475,1040,3,1
8229 Queens Dr,1475,1040,3,1
8229 Queens Dr,1475,1040,3,1
318 Cheryl Ct,1245,1352,3,2
318 Cheryl Ct,1245,1352,3,2
318 Cheryl Ct,1245,1488,3,2
318 Cheryl Ct,1245,1318,3,2
318 Cheryl Ct,1245,1352,3,2
318 Cheryl Ct,1245,1800,3,2.5
318 Cheryl Ct,1245,1304,3,2
318 Cheryl Ct,1245,1253,3,2
318 Cheryl Ct,1245,1127,3,2
318 Cheryl Ct,1245,1298,4,2
318 Cheryl Ct,1245,1204,3,2
318 Cheryl Ct,1245,1161,3,2
318 Cheryl Ct,1245,1304,3,2
318 Cheryl Ct,1245,1056,3,2
2516 Fairview Ln,1499,2340,4,2.5
2516 Fairview Ln,1499,2340,4,2.5
2516 Fairview Ln,1499,3760,4,2
2516 Fairview Ln,1499,2950,4,3
2516 Fairview Ln,1499,2236,4,3
2516 Fairview Ln,1499,2440,4,3
2516 Fairview Ln,1499,1138,4,2.5
2516 Fairview Ln,1499,2276,3,2.5
2516 Fairview Ln,1499,1165,4,2.5
2516 Fairview Ln,1499,2648,4,3
2516 Fairview Ln,1499,1072,4,2.5
6548 Laurel Ln,1050,1670,3,2
6548 Laurel Ln,1050,1670,3,2
6548 Laurel Ln,1050,1372,3,2
6548 Laurel Ln,1050,1734,3,2
6548 Laurel Ln,1050,1682,3,2
6548 Laurel Ln,1050,1702,3,2
6548 Laurel Ln,1050,1086,4,2
6548 Laurel Ln,1050,1066,4,2.5
6548 Laurel Ln,1050,1291,3,2
6548 Laurel Ln,1050,1457,4,2.5
6548 Laurel Ln,1050,1775,3,2
7955 Taylor Cir,1350,1500,4,2
7955 Taylor Cir,1350,1500,4,2
7955 Taylor Cir,1350,1417,4,2
7955 Taylor Cir,1350,1734,3,2
7955 Taylor Cir,1350,1352,1,2
7955 Taylor Cir,1350,1767,4,3
7955 Taylor Cir,1350,1236,3,2
7955 Taylor Cir,1350,964,3,1
460 Paxton Pl,2000,1280,3,2
460 Paxton Pl,2000,1280,3,2
460 Paxton Pl,2000,1132,5,2
460 Paxton Pl,2000,1260,3,2
460 Paxton Pl,2000,1276,3,2
460 Paxton Pl,2000,1308,3,2
460 Paxton Pl,2000,1076,3,2
460 Paxton Pl,2000,1738,4,2
460 Paxton Pl,2000,1080,3,2
8958 Ashwood Dr,975,1028,3,1.5
8958 Ashwood Dr,975,1028,3,1.5
8958 Ashwood Dr,975,1028,3,2
8958 Ashwood Dr,975,1084,3,1.5
8958 Ashwood Dr,975,1152,4,2
8958 Ashwood Dr,975,1194,3,1.5
8958 Ashwood Dr,975,1333,3,3
8958 Ashwood Dr,975,1056,3,1.5
8958 Ashwood Dr,975,1084,3,1.5
8958 Ashwood Dr,975,1046,3,1
7702 Crestwicke Crossing Dr,1545,2656,5,3
7702 Crestwicke Crossing Dr,1545,2656,5,3
7702 Crestwicke Crossing Dr,1545,1365,3,2.5
7702 Crestwicke Crossing Dr,1545,1155,4,2.5
7702 Crestwicke Crossing Dr,1545,2152,4,3
7702 Crestwicke Crossing Dr,1545,2266,4,3
7702 Crestwicke Crossing Dr,1545,2800,4,2.5
7702 Crestwicke Crossing Dr,1545,3284,3,3.5
7702 Crestwicke Crossing Dr,1545,1700,3,2.5
7702 Crestwicke Crossing Dr,1545,1061,4,2.5
980 Leeward Ln,1395,1362,3,2
980 Leeward Ln,1395,1362,3,2
