5138 Mcever View Dr,1575,1858,3,2.5
5138 Mcever View Dr,1575,1858,3,2.5
5138 Mcever View Dr,1575,1222,4,2
5138 Mcever View Dr,1575,1858,3,3
5138 Mcever View Dr,1575,2425,4,3
5138 Mcever View Dr,1575,1858,3,2.5
5138 Mcever View Dr,1575,2076,4,3
5138 Mcever View Dr,1575,1832,3,3
5138 Mcever View Dr,1575,1770,3,2.5
5138 Mcever View Dr,1575,2012,4,3
5138 Mcever View Dr,1575,1224,3,2
1051 Lisa Kay Dr,1591,1901,3,2.5
1051 Lisa Kay Dr,1591,1901,3,2.5
1051 Lisa Kay Dr,1591,1100,2,1
1051 Lisa Kay Dr,1591,1852,4,3
1051 Lisa Kay Dr,1591,1886,3,2.5
1051 Lisa Kay Dr,1591,1922,3,3
1051 Lisa Kay Dr,1591,1608,3,2.5
1051 Lisa Kay Dr,1591,1962,3,2.5
1051 Lisa Kay Dr,1591,2400,3,3
1051 Lisa Kay Dr,1591,1492,3,2
1051 Lisa Kay Dr,1591,1664,3,2
2374 E Hill Way NW,1595,2097,3,2
2374 E Hill Way NW,1595,2097,3,2
2374 E Hill Way NW,1595,1622,3,3
2374 E Hill Way NW,1595,2136,3,2
2374 E Hill Way NW,1595,1248,4,3
2374 E Hill Way NW,1595,1468,3,2
2374 E Hill Way NW,1595,1538,3,2
2374 E Hill Way NW,1595,1754,3,2
2374 E Hill Way NW,1595,2154,3,3
2374 E Hill Way NW,1595,1728,3,2
2086 Barberry Dr,1600,2514,3,2.5
2086 Barberry Dr,1600,2514,3,2.5
2086 Barberry Dr,1600,2490,3,2.5
2086 Barberry Dr,1600,2164,3,2.5
2086 Barberry Dr,1600,1925,3,2.5
2086 Barberry Dr,1600,2450,4,2.5
2086 Barberry Dr,1600,2164,3,3.5
2086 Barberry Dr,1600,1940,3,2.5
2086 Barberry Dr,1600,1904,3,2.5
2086 Barberry Dr,1600,1904,3,2.5
2086 Barberry Dr,1600,2068,3,2.5
2086 Barberry Dr,1600,1904,3,3
2086 Barberry Dr,1600,2488,3,3
255 Clairidge Ln,1699,1911,4,3
255 Clairidge Ln,1699,1911,4,3
255 Clairidge Ln,1699,2408,4,3
255 Clairidge Ln,1699,2230,4,2
255 Clairidge Ln,1699,2273,4,3
255 Clairidge Ln,1699,2426,4,3
255 Clairidge Ln,1699,1952,4,2
255 Clairidge Ln,1699,1812,4,2
255 Clairidge Ln,1699,1628,3,2
255 Clairidge Ln,1699,1552,3,2
255 Clairidge Ln,1699,1861,4,2.5
255 Clairidge Ln,1699,1727,3,2
1043 Nightfall Ct NW,1500,1195,2,3
1043 Nightfall Ct NW,1500,1195,2,3
1043 Nightfall Ct NW,1500,2093,4,3.5
1043 Nightfall Ct NW,1500,1736,3,2.5
1043 Nightfall Ct NW,1500,1188,2,3
1043 Nightfall Ct NW,1500,1764,3,3
1043 Nightfall Ct NW,1500,1195,3,3
1043 Nightfall Ct NW,1500,1764,3,3
1043 Nightfall Ct NW,1500,1764,3,3
1043 Nightfall Ct NW,1500,1195,2,3
1043 Nightfall Ct NW,1500,1195,2,3
1043 Nightfall Ct NW,1500,1764,3,3
4005 Labrador Way,1550,1782,3,2.5
4005 Labrador Way,1550,1782,3,2.5
4005 Labrador Way,1550,1781,3,2.5
4005 Labrador Way,1550,1491,3,2
4005 Labrador Way,1550,1849,4,2.5
4005 Labrador Way,1550,1721,3,3
4005 Labrador Way,1550,1968,3,2
4005 Labrador Way,1550,1538,3,2.5
4005 Labrador Way,1550,1782,3,2.5
4005 Labrador Way,1550,1782,3,3
4005 Labrador Way,1550,1968,3,3
4005 Labrador Way,1550,1538,3,2.5
4005 Labrador Way,1550,1781,3,2
2358 Oakland Trail Way,2000,2694,4,3
2358 Oakland Trail Way,2000,2694,4,3
2358 Oakland Trail Way,2000,2260,3,2
2358 Oakland Trail Way,2000,1742,3,2.5
2358 Oakland Trail Way,2000,3147,6,5
2358 Oakland Trail Way,2000,3205,5,3
2358 Oakland Trail Way,2000,3215,5,4
2358 Oakland Trail Way,2000,2052,3,2
2358 Oakland Trail Way,2000,2723,5,3
2358 Oakland Trail Way,2000,1889,3,2
2358 Oakland Trail Way,2000,2300,4,2.5
2358 Oakland Trail Way,2000,2232,3,2
107 Charcoal Ives Rd,1750,1960,3,2.5
107 Charcoal Ives Rd,1750,1960,3,2.5
107 Charcoal Ives Rd,1750,2137,4,2.5
107 Charcoal Ives Rd,1750,2058,4,2.5
107 Charcoal Ives Rd,1750,1848,3,2.5
107 Charcoal Ives Rd,1750,2306,5,3
107 Charcoal Ives Rd,1750,2058,4,2.5
107 Charcoal Ives Rd,1750,1987,3,2.5
107 Charcoal Ives Rd,1750,1630,4,2.5
107 Charcoal Ives Rd,1750,1900,3,2.5
107 Charcoal Ives Rd,1750,2018,3,3
107 Charcoal Ives Rd,1750,2062,4,3
107 Charcoal Ives Rd,1750,1954,3,3
107 Charcoal Ives Rd,1750,1958,4,3
107 Charcoal Ives Rd,1750,1900,4,2.5
1680 Tuftstown Ct,1985,2716,4,3
1680 Tuftstown Ct,1985,2716,4,3
1680 Tuftstown Ct,1985,2630,4,2.5
1680 Tuftstown Ct,1985,1680,3,3
1680 Tuftstown Ct,1985,2314,4,3
1680 Tuftstown Ct,1985,2484,3,2.5
1680 Tuftstown Ct,1985,2536,4,3
1680 Tuftstown Ct,1985,2997,4,3
1680 Tuftstown Ct,1985,2716,4,3
1680 Tuftstown Ct,1985,2822,4,3
1680 Tuftstown Ct,1985,2825,5,3
1680 Tuftstown Ct,1985,2716,5,4
1680 Tuftstown Ct,1985,3110,5,3.5
1680 Tuftstown Ct,1985,2678,4,3
3565 Vinyard Way,1950,2500,3,3
3565 Vinyard Way,1950,2500,3,3
3565 Vinyard Way,1950,2705,3,2
3565 Vinyard Way,1950,1752,4,2
3565 Vinyard Way,1950,1752,3,2
3565 Vinyard Way,1950,1900,3,3
3565 Vinyard Way,1950,1632,3,3
3565 Vinyard Way,1950,3979,3,3
3565 Vinyard Way,1950,1890,3,2
3565 Vinyard Way,1950,1450,3,2
3565 Vinyard Way,1950,1902,3,3
3565 Vinyard Way,1950,2671,4,2
3186 Millash Run,1778,2526,3,2
3186 Millash Run,1778,2526,3,2
3186 Millash Run,1778,1657,4,2
3186 Millash Run,1778,2615,5,3
3186 Millash Run,1778,2796,4,3.5
3186 Millash Run,1778,2622,3,2
3186 Millash Run,1778,2726,4,2
3186 Millash Run,1778,2362,3,2
3186 Millash Run,1778,2154,4,2
3186 Millash Run,1778,2510,3,2
3186 Millash Run,1778,1934,3,2
3186 Millash Run,1778,2530,3,2
3186 Millash Run,1778,2283,4,3
1215 Aster Ives Dr,1675,2137,4,2.5
1215 Aster Ives Dr,1675,2137,4,2.5
1215 Aster Ives Dr,1675,2058,4,2.5
1215 Aster Ives Dr,1675,1960,3,2.5
1215 Aster Ives Dr,1675,1987,3,2.5
1215 Aster Ives Dr,1675,2306,5,3
1215 Aster Ives Dr,1675,1848,3,2.5
1215 Aster Ives Dr,1675,1630,4,2.5
1215 Aster Ives Dr,1675,2058,4,2.5
1215 Aster Ives Dr,1675,1889,4,2.5
1215 Aster Ives Dr,1675,2265,4,3
358 Creek Manor Way,1600,1924,3,2.5
358 Creek Manor Way,1600,1924,3,2.5
358 Creek Manor Way,1600,1768,3,3
358 Creek Manor Way,1600,1876,3,3
358 Creek Manor Way,1600,1853,3,3
358 Creek Manor Way,1600,1834,3,2.5
358 Creek Manor Way,1600,1856,3,3
358 Creek Manor Way,1600,1746,3,2.5
358 Creek Manor Way,1600,1926,3,2
358 Creek Manor Way,1600,1942,3,2.5
2282 Young America Dr,1730,2233,4,2.5
2282 Young America Dr,1730,2233,4,2.5
2282 Young America Dr,1730,2480,4,2.5
2282 Young America Dr,1730,2364,4,2.5
2282 Young America Dr,1730,1986,3,2.5
2282 Young America Dr,1730,2022,3,2.5
2282 Young America Dr,1730,1668,2,2.5
2282 Young America Dr,1730,1854,3,2.5
2282 Young America Dr,1730,2432,4,3
2282 Young America Dr,1730,2264,4,2.5
2282 Young America Dr,1730,2420,4,2.5
2282 Young America Dr,1730,2480,4,2.5
2282 Young America Dr,1730,2233,4,3
2282 Young America Dr,1730,2420,4,3
2282 Young America Dr,1730,2400,4,2.5
4361 Brickton Spur,2900,2915,4,2.5
4361 Brickton Spur,2900,2915,4,2.5
4361 Brickton Spur,2900,2549,3,3
4361 Brickton Spur,2900,2551,4,3
4361 Brickton Spur,2900,2099,3,4
4361 Brickton Spur,2900,4466,7,5
4361 Brickton Spur,2900,3565,5,4
4361 Brickton Spur,2900,3600,5,4
4361 Brickton Spur,2900,3990,5,4
4361 Brickton Spur,2900,3622,5,4
3358 Okelly Dr,1750,2401,4,2.5
3358 Okelly Dr,1750,2401,4,2.5
3358 Okelly Dr,1750,2400,4,2.5
3358 Okelly Dr,1750,2161,4,2
3358 Okelly Dr,1750,1648,3,2
3358 Okelly Dr,1750,2469,4,2.5
3358 Okelly Dr,1750,2314,4,2.5
3358 Okelly Dr,1750,2400,4,2.5
3358 Okelly Dr,1750,2401,4,2.5
3358 Okelly Dr,1750,2675,5,4
3358 Okelly Dr,1750,2400,4,2.5
3358 Okelly Dr,1750,2435,5,3
3358 Okelly Dr,1750,2401,4,2.5
3358 Okelly Dr,1750,2400,4,2.5
3358 Okelly Dr,1750,2401,4,2.5
3226 Brownlee Ln SW,1550,1743,4,2
3226 Brownlee Ln SW,1550,1743,4,2
3226 Brownlee Ln SW,1550,1495,3,2
3226 Brownlee Ln SW,1550,1848,4,2
3226 Brownlee Ln SW,1550,2464,4,2.5
3226 Brownlee Ln SW,1550,1929,3,3
3226 Brownlee Ln SW,1550,1613,3,2
3226 Brownlee Ln SW,1550,1260,3,2
3226 Brownlee Ln SW,1550,2100,3,3
3226 Brownlee Ln SW,1550,1835,3,2
3226 Brownlee Ln SW,1550,1733,3,2
310 Hulan Way,1595,2298,4,2.5
310 Hulan Way,1595,2298,4,2.5
310 Hulan Way,1595,2785,4,2.5
310 Hulan Way,1595,1530,4,3
310 Hulan Way,1595,1811,3,2.5
310 Hulan Way,1595,1776,4,3
310 Hulan Way,1595,1612,4,2.5
310 Hulan Way,1595,1661,3,2
310 Hulan Way,1595,1814,3,2
310 Hulan Way,1595,1952,3,2
310 Hulan Way,1595,1645,3,2
310 Hulan Way,1595,2488,3,3
310 Hulan Way,1595,2129,3,3
310 Hulan Way,1595,1952,4,3
310 Hulan Way,1595,2657,3,3
488 Slew Ave,1498,1436,3,2
488 Slew Ave,1498,1436,3,2
488 Slew Ave,1498,2042,4,2.5
488 Slew Ave,1498,2422,4,3
488 Slew Ave,1498,1574,3,2
488 Slew Ave,1498,1301,3,2
488 Slew Ave,1498,1532,3,2
488 Slew Ave,1498,1344,3,2
488 Slew Ave,1498,1811,3,2
488 Slew Ave,1498,2168,3,3
488 Slew Ave,1498,1356,3,2
2651 Freemont St,1695,2050,4,2.5
2651 Freemont St,1695,2050,4,2.5
2651 Freemont St,1695,1962,4,2.5
2651 Freemont St,1695,2250,5,2.5
2651 Freemont St,1695,2390,5,2.5
2651 Freemont St,1695,2632,4,2.5
2651 Freemont St,1695,2632,4,2.5
2651 Freemont St,1695,2461,4,3
2651 Freemont St,1695,2439,4,3
2651 Freemont St,1695,1763,3,3
4222 Windward Ln,1225,1656,3,2.5
4222 Windward Ln,1225,1656,3,2.5
4222 Windward Ln,1225,1250,2,2.5
4222 Windward Ln,1225,1250,2,2.5
4222 Windward Ln,1225,1809,3,3
4222 Windward Ln,1225,1388,3,2
4222 Windward Ln,1225,1678,4,2.5
4222 Windward Ln,1225,1488,3,2
4222 Windward Ln,1225,1996,3,3
4222 Windward Ln,1225,1368,3,2
4222 Windward Ln,1225,1992,3,3
3630 Morgan Rd,1700,2030,3,2.5
3630 Morgan Rd,1700,2030,3,2.5
3630 Morgan Rd,1700,1568,3,2.5
3630 Morgan Rd,1700,1906,4,2.5
3630 Morgan Rd,1700,2322,3,2.5
3630 Morgan Rd,1700,1943,3,3
3630 Morgan Rd,1700,2289,4,3
3630 Morgan Rd,1700,2757,4,3
3630 Morgan Rd,1700,2300,3,2.5
3630 Morgan Rd,1700,1850,3,2.5
3630 Morgan Rd,1700,1684,3,2.5
3630 Morgan Rd,1700,2338,3,3
3630 Morgan Rd,1700,2178,3,3
4868 Maple Glen Dr,1867,2120,5,3
4868 Maple Glen Dr,1867,2120,5,3
4868 Maple Glen Dr,1867,2600,4,2.5
4868 Maple Glen Dr,1867,2355,4,2.5
4868 Maple Glen Dr,1867,2600,4,3
4868 Maple Glen Dr,1867,1929,4,2
4868 Maple Glen Dr,1867,2266,5,3
4868 Maple Glen Dr,1867,2592,3,3
4868 Maple Glen Dr,1867,2260,4,3
4868 Maple Glen Dr,1867,2592,4,2.5
4868 Maple Glen Dr,1867,2251,4,3
4868 Maple Glen Dr,1867,1882,3,3
4868 Maple Glen Dr,1867,2718,3,4
450 Padens Chase Ct,1378,2500,4,2.5
450 Padens Chase Ct,1378,2500,4,2.5
450 Padens Chase Ct,1378,2785,4,2.5
450 Padens Chase Ct,1378,2196,4,3
450 Padens Chase Ct,1378,1876,3,3
450 Padens Chase Ct,1378,1292,3,2
450 Padens Chase Ct,1378,1584,3,2
450 Padens Chase Ct,1378,1918,3,3
450 Padens Chase Ct,1378,2412,4,3
450 Padens Chase Ct,1378,1521,3,2
450 Padens Chase Ct,1378,1988,4,3
4338 Persian Ct,1645,1724,4,3
4338 Persian Ct,1645,1724,4,3
4338 Persian Ct,1645,2250,4,2.5
4338 Persian Ct,1645,1497,3,2
4338 Persian Ct,1645,2746,4,2.5
4338 Persian Ct,1645,1200,3,2
4338 Persian Ct,1645,1724,3,2
4338 Persian Ct,1645,2563,4,3
4338 Persian Ct,1645,1912,3,2.5
4338 Persian Ct,1645,2723,4,3
4338 Persian Ct,1645,1760,3,2.5
4338 Persian Ct,1645,1724,3,2
4338 Persian Ct,1645,2250,4,3
4338 Persian Ct,1645,2069,3,2
4253 Telida Trl,1090,1375,3,1
4253 Telida Trl,1090,1375,3,1
4253 Telida Trl,1090,1501,3,2
4253 Telida Trl,1090,2851,4,2
4253 Telida Trl,1090,1964,4,2.5
4253 Telida Trl,1090,1984,3,2
4253 Telida Trl,1090,1952,4,2
4253 Telida Trl,1090,1964,4,3
4253 Telida Trl,1090,2161,4,3
4695 Michael Jay St,1895,3462,5,2.5
4695 Michael Jay St,1895,3462,5,2.5
4695 Michael Jay St,1895,2696,4,2.5
4695 Michael Jay St,1895,2716,4,3
4695 Michael Jay St,1895,1928,4,2
4695 Michael Jay St,1895,1987,4,1
4695 Michael Jay St,1895,2698,4,3
4695 Michael Jay St,1895,3392,5,3
4695 Michael Jay St,1895,3634,5,3
4695 Michael Jay St,1895,3392,6,3
4695 Michael Jay St,1895,3392,6,3
1306 Peninsula Trce,1575,1578,3,2
1306 Peninsula Trce,1575,1578,3,2
1306 Peninsula Trce,1575,1752,3,2
1306 Peninsula Trce,1575,1270,2,2
1306 Peninsula Trce,1575,1120,2,2.5
1306 Peninsula Trce,1575,1580,3,2
1306 Peninsula Trce,1575,1440,3,2
